family,ligand_id,x,y,z,dx,dy,dz
Acceptor,MCULE-8317582243,5.466,0.667,-1.339,0.792,0.57,-0.218
PosIonizable,MCULE-8317582243,-1.872,-3.82,3.188,,,
Aromatic,MCULE-8317582243,3.302,1.89,-0.097,0.399,-0.194,0.896
LumpedHydrophobe,MCULE-8317582243,3.302,1.89,-0.097,,,
Donor,STL520190,6.004,2.67,-0.943,0.798,-0.115,-0.591
Donor,STL520190,1.132,1.863,2.876,-0.723,-0.226,-0.652
Acceptor,STL520190,6.004,2.67,-0.943,-0.01,0.758,-0.653
Acceptor,STL520190,3.604,1.455,0.171,0.012,-0.216,-0.976
Acceptor,STL520190,3.637,2.174,4.145,0.033,0.16,0.987
Acceptor,STL520190,1.132,1.863,2.876,-0.863,0.061,0.502
PosIonizable,STL520190,-0.027,0.873,0.634,,,
PosIonizable,STL520190,-2.467,-0.821,0.736,,,
Donor,STL520269,5.819,2.917,-0.875,0.914,-0.07,-0.399
Donor,STL520269,0.783,2.614,2.811,-0.412,-0.84,-0.354
Acceptor,STL520269,5.819,2.917,-0.875,-0.116,0.003,-0.993
Acceptor,STL520269,3.88,1.793,0.986,0.38,-0.763,-0.523
Acceptor,STL520269,2.462,4.853,3.21,-0.324,0.763,0.559
Acceptor,STL520269,0.783,2.614,2.811,-0.917,-0.055,0.396
PosIonizable,STL520269,0.437,0.442,1.223,,,
PosIonizable,STL520269,-2.206,-0.313,0.097,,,
Donor,MCULE-3716360067,0.81,-1.925,-1.354,0.275,-0.159,-0.948
Acceptor,MCULE-3716360067,5.497,3.676,-0.82,0.658,-0.267,-0.704
Acceptor,MCULE-3716360067,0.81,-1.925,-1.354,0.324,-0.944,-0.064
Acceptor,MCULE-3716360067,5.779,1.124,-1.651,0.843,-0.408,0.349
PosIonizable,MCULE-3716360067,-2.067,-0.73,0.402,,,
Aromatic,MCULE-3716360067,3.648,1.762,-0.001,0.571,-0.196,0.797
LumpedHydrophobe,MCULE-3716360067,3.648,1.762,-0.001,,,
Donor,FCG3559872553,-2.797,-3.409,-0.458,-0.858,-0.364,-0.363
Donor,FCG3559872553,5.362,3.028,-1.016,0.998,-0.003,-0.061
Acceptor,FCG3559872553,-2.797,-3.409,-0.458,-0.614,-0.123,0.78
Acceptor,FCG3559872553,1.308,-1.24,0.397,-0.962,-0.218,0.163
Acceptor,FCG3559872553,3.573,-1.991,0.359,0.653,-0.749,0.114
Acceptor,FCG3559872553,5.362,3.028,-1.016,0.314,0.918,-0.242
PosIonizable,FCG3559872553,-1.802,0.098,-1.455,,,
Aromatic,FCG3559872553,2.646,-0.979,0.192,-0.094,-0.255,-0.962
Aromatic,FCG3559872553,4.447,0.513,-0.346,-0.088,-0.229,-0.969
LumpedHydrophobe,FCG3559872553,4.447,0.513,-0.346,,,
Donor,Z1623981649,-3.859,-3.032,-0.942,0.834,-0.169,0.525
Donor,Z1623981649,5.699,3.202,-1.328,0.694,-0.711,-0.115
Acceptor,Z1623981649,-3.859,-3.032,-0.942,-0.094,-0.942,0.321
Acceptor,Z1623981649,5.699,3.202,-1.328,0.732,0.441,-0.52
Acceptor,Z1623981649,5.981,0.645,-0.623,0.698,0.517,-0.495
PosIonizable,Z1623981649,-1.81,-1.421,0.178,,,
PosIonizable,Z1623981649,0.96,-0.432,0.982,,,
Aromatic,Z1623981649,3.673,2.01,0.099,-0.434,-0.285,-0.855
LumpedHydrophobe,Z1623981649,3.673,2.01,0.099,,,
Acceptor,8015-2101,-2.571,-2.832,-0.415,-0.722,-0.676,-0.148
Acceptor,8015-2101,6.091,0.786,-1.052,0.448,0.767,-0.459
Acceptor,8015-2101,5.174,3.235,-1.064,0.835,-0.293,-0.467
PosIonizable,8015-2101,-0.307,0.405,0.397,,,
Aromatic,8015-2101,3.723,1.305,0.306,0.521,0.198,0.831
LumpedHydrophobe,8015-2101,3.723,1.305,0.306,,,
Acceptor,Z204712526,5.434,3.307,-1.052,0.826,-0.426,-0.371
Acceptor,Z204712526,5.859,0.73,-1.134,0.65,0.691,-0.316
Acceptor,Z204712526,-3.048,-2.764,-0.38,-0.215,-0.926,-0.31
Acceptor,Z204712526,-3.673,-0.338,-0.168,-0.646,0.745,-0.165
PosIonizable,Z204712526,0.078,0.29,1.095,,,
Aromatic,Z204712526,3.455,1.623,-0.066,-0.419,-0.034,-0.908
LumpedHydrophobe,Z204712526,3.455,1.623,-0.066,,,
Donor,Z2312594102,-3.365,-2.85,-0.44,0.807,-0.582,-0.094
Donor,Z2312594102,5.173,2.808,-1.189,0.973,-0.225,0.043
Acceptor,Z2312594102,-5.245,-0.984,-0.076,-0.206,-0.956,-0.212
Acceptor,Z2312594102,-3.365,-2.85,-0.44,-0.288,-0.928,-0.236
Acceptor,Z2312594102,6.636,0.591,-0.94,0.392,0.915,-0.098
Acceptor,Z2312594102,5.173,2.808,-1.189,0.468,0.879,-0.089
PosIonizable,Z2312594102,0.606,1.547,1.223,,,
Aromatic,Z2312594102,-2.566,-0.29,0.213,0.044,0.234,-0.971
Aromatic,Z2312594102,3.865,0.402,-0.946,-0.01,0.106,0.994
LumpedHydrophobe,Z2312594102,-2.566,-0.29,0.213,,,
LumpedHydrophobe,Z2312594102,3.865,0.402,-0.946,,,
Donor,Z1317909945,-2.882,-3.486,-0.453,0.098,-0.963,-0.251
Donor,Z1317909945,6.12,3.4,-0.748,0.395,-0.693,-0.603
Acceptor,Z1317909945,5.319,0.831,-1.46,0.585,-0.509,-0.632
Acceptor,Z1317909945,6.12,3.4,-0.748,0.838,0.415,-0.355
Acceptor,Z1317909945,2.99,2.915,1.101,-0.557,0.526,0.643
PosIonizable,Z1317909945,0.16,1.945,0.96,,,
Aromatic,Z1317909945,-3.007,-2.374,-0.166,-0.085,0.24,-0.967
Aromatic,Z1317909945,-5.139,-2.038,0.099,0.082,-0.233,0.969
LumpedHydrophobe,Z1317909945,-5.139,-2.038,0.099,,,
Donor,OSSK_860993,5.924,3.145,-1.102,0.323,-0.688,-0.65
Donor,OSSK_860993,-3.915,-3.225,-0.652,0.939,0.191,0.287
Acceptor,OSSK_860993,5.924,3.145,-1.102,0.738,0.388,-0.552
Acceptor,OSSK_860993,2.784,3.605,2.471,0.312,0.941,0.128
Acceptor,OSSK_860993,1.371,3.788,4.26,-0.37,0.543,0.753
Acceptor,OSSK_860993,-3.915,-3.225,-0.652,0.428,-0.9,0.078
PosIonizable,OSSK_860993,0.022,-0.581,1.116,,,
PosIonizable,OSSK_860993,-2.259,-0.952,-0.452,,,
Aromatic,OSSK_860993,3.897,2.066,0.431,0.682,-0.334,0.651
LumpedHydrophobe,OSSK_860993,3.897,2.066,0.431,,,
