family,ligand_id,x,y,z,cluster,kept
Acceptor,4MQS_IXO_A501,137.344,146.391,105.793,0,1
Acceptor,4MQS_IXO_A501,138.357,143.611,103.819,1,0
Acceptor,7T94_ACH_A501,135.722,145.107,104.539,0,1
Acceptor,7T94_ACH_A501,137.327,146.538,103.966,0,1
PosIonizable,4MQS_IXO_A501,132.746,144.813,102.172,0,1
PosIonizable,7T94_ACH_A501,132.974,144.751,102.196,0,1
Hydrophobe,4MQS_IXO_A501,134.065,145.709,104.104,0,1
Hydrophobe,4MQS_IXO_A501,135.096,146.299,104.584,0,1
