family,ligand_id,x,y,z,dx,dy,dz
LumpedHydrophobe,Z56857923,-1.305,-0.12,1.034,,,
LumpedHydrophobe,Z56857923,-1.399,1.024,0.512,,,
LumpedHydrophobe,Z56857923,2.945,0.631,0.373,,,
Donor,Z1513879239,5.666,0.661,-0.066,0.461,0.404,0.79
Acceptor,Z1513879239,5.666,0.661,-0.066,0.985,0.002,-0.175
Aromatic,Z1513879239,2.948,0.631,0.372,-0.08,0.905,-0.417
LumpedHydrophobe,Z1513879239,2.948,0.631,0.372,,,
LumpedHydrophobe,Z1513879239,0.665,0.06,-0.428,,,
LumpedHydrophobe,Z1513879239,-1.656,-0.52,-1.24,,,
Donor,OSSM_006002,5.706,0.98,0.001,0.38,-0.724,0.575
Donor,OSSM_006002,-3.04,-3.576,-0.026,-0.628,-0.093,0.773
Acceptor,OSSM_006002,5.706,0.98,0.001,0.994,-0.006,-0.111
Acceptor,OSSM_006002,-3.04,-3.576,-0.026,-0.538,-0.834,-0.124
Aromatic,OSSM_006002,2.967,1.031,0.276,-0.089,-0.652,-0.753
Aromatic,OSSM_006002,-1.538,-1.29,0.276,0.698,-0.522,0.49
LumpedHydrophobe,OSSM_006002,2.967,1.031,0.276,,,
LumpedHydrophobe,OSSM_006002,-1.538,-1.29,0.276,,,
Donor,Z5020304780,5.665,0.66,-0.066,0.463,0.404,0.789
Acceptor,Z5020304780,5.665,0.66,-0.066,0.985,0.004,-0.173
Aromatic,Z5020304780,-3.052,1.069,2.33,0.088,0.757,0.647
Aromatic,Z5020304780,1.005,1.106,1.768,0.076,-0.907,0.414
Aromatic,Z5020304780,2.947,0.631,0.372,-0.076,0.907,-0.415
LumpedHydrophobe,Z5020304780,1.005,1.106,1.768,,,
LumpedHydrophobe,Z5020304780,2.947,0.631,0.372,,,
LumpedHydrophobe,Z5020304780,-3.052,1.069,2.33,,,
Donor,STK546411,5.706,0.98,0.001,0.38,-0.724,0.575
Donor,STK546411,-3.04,-3.576,-0.026,-0.628,-0.093,0.773
Acceptor,STK546411,5.706,0.98,0.001,0.994,-0.006,-0.111
Acceptor,STK546411,-3.04,-3.576,-0.026,-0.538,-0.834,-0.124
Aromatic,STK546411,2.967,1.031,0.276,-0.089,-0.652,-0.753
Aromatic,STK546411,-1.538,-1.29,0.276,0.698,-0.522,0.49
LumpedHydrophobe,STK546411,2.967,1.031,0.276,,,
LumpedHydrophobe,STK546411,-1.538,-1.29,0.276,,,
