het_code,smiles,protonated_smiles,ph,n_pka_sites,pka_values,method
7R1,COc1ccc(c(c1)OC)C[C@@H]2C(=O)NC(=S)S2,COc1ccc(C[C@H]2SC(=S)[N-]C2=O)c(OC)c1,7.4,1,6.37,pkasolver
7R4,c1ccc(cc1)C[C@@H]2C(=O)NC(=S)S2,O=C1[N-]C(=S)S[C@@H]1Cc1ccccc1,7.4,1,5.91,pkasolver
7R7,COc1ccc(c(c1)OC)[C@@H]2C(=O)NC(=S)O2,COc1ccc([C@H]2OC(=S)NC2=O)c(OC)c1,7.4,1,8.19,pkasolver
7VZ,COC(=O)c1cc(c(cc1Cl)SC2CCCCC2)S(=O)(=O)N,COC(=O)c1cc(S(N)(=O)=O)c(SC2CCCCC2)cc1Cl,7.4,2,6.58;8.85,pkasolver
84A,c1cc(ccc1n2c(cnn2)C34C5=C6[Fe]5378912(C6=C74)C3C8=C9C1=C23)S(=O)(=O)N,[NH-]S(=O)(=O)c1ccc(-n2nncc2[C]23[C]4=[C]5[C]6=[C]2[Fe]56432789[C]3=[C]2[CH]7[C]8=[C]39)cc1,7.4,4,2.81;3.27;3.86;4.31,pkasolver
84Z,COC(=O)c1cc(c(cc1S(=O)(=O)c2ccccc2)Cl)S(=O)(=O)N,COC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1S(=O)(=O)c1ccccc1,7.4,2,6.12;8.34,pkasolver
8F2,c1ccc(cc1)[C@@H]2c3cc(c(cc3CCN2C(=O)c4ccc(cc4)S(=O)(=O)N)O)O,NS(=O)(=O)c1ccc(C(=O)[NH+]2CCc3cc(O)c(O)cc3[C@H]2c2ccccc2)cc1,7.4,5,5.39;6.83;8.86;9.29;9.53,pkasolver
8F3,c1ccc(cc1)[C@H]2c3cc(c(cc3CCN2C(=O)c4ccc(cc4)S(=O)(=O)N)O)O,NS(=O)(=O)c1ccc(C(=O)[NH+]2CCc3cc(O)c(O)cc3[C@@H]2c2ccccc2)cc1,7.4,5,5.39;6.83;8.86;9.29;9.53,pkasolver
8GE,c1ccc2c(c1)cc([nH]2)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(-c2cc3ccccc3[nH]2)cc1,7.4,4,4.15;6.98;9.56;11.29,pkasolver
8GH,c1cnn(c1)Cc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(-c2ccc(Cn3cccn3)cc2)cc1,7.4,3,3.36;6.89;9.06,pkasolver
8HE,c1cc(ccc1C#N)c2ccc(cc2)S(=O)(=O)N,N#Cc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,7.4,2,6.48;9.26,pkasolver
8HK,c1cc(cnc1)c2ccc(cc2)S(=O)(=O)N,NS(=O)(=O)c1ccc(-c2cccnc2)cc1,7.4,3,3.30;6.74;9.61,pkasolver
8K2,c1cc(sc1S(=O)(=O)N)Cl,NS(=O)(=O)c1ccc(Cl)s1,7.4,2,6.49;8.63,pkasolver
8TH,CCCC12C3([Ir]1456(C3(C4(C52C)C)C)(N(CC7=[N]6C=CC(=C7)c8ccc(cc8)S(=O)(=O)N)S(=O)(=O)c9ccccc9)Cl)C,CCC[C]12[C]3(C)[C]4(C)[C]5(C)[C]1(C)[Ir]45321([Cl])<-[n]2ccc(-c3ccc(S([NH-])(=O)=O)cc3)cc2C[NH+]1S(=O)(=O)c1ccccc1,7.4,3,2.77;5.27;5.88,pkasolver
8V5,c1cc(sc1c2cnc(o2)C(=O)N3CCOCC3)S(=O)(=O)N,NS(=O)(=O)c1ccc(-c2cnc(C(=O)[NH+]3CCOCC3)o2)s1,7.4,4,2.87;4.05;6.55;8.39,pkasolver
8V8,Cc1ncc(o1)c2ccc(cc2)S(=O)(=O)N,Cc1ncc(-c2ccc(S(N)(=O)=O)cc2)o1,7.4,3,2.89;6.26;8.62,pkasolver
949,CC1(C(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)N)c3cccc(c3)F)C,CC1(C)OC(c2ccc(S([NH-])(=O)=O)cc2)=C(c2cccc(F)c2)C1=O,7.4,2,3.35;4.91,pkasolver
9AA,COc1ccc(c(c1)OC)C[C@@]2(C(=O)NC(=S)N2)O,COc1ccc(C[C@@]2(O)NC(=S)NC2=O)c(OC)c1,7.4,2,8.06;9.47,pkasolver
9DE,c1cc(ccc1NS(=O)(=O)c2ccc(cc2)Br)S(=O)(=O)N,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1,7.4,2,7.14;9.08,pkasolver
9DH,CN(CC(=O)Nc1ccc(cc1)S(=O)(=O)N)c2ccccc2,CN(CC(=O)Nc1ccc(S([NH3+])(=O)=O)cc1)c1ccccc1,7.4,5,3.44;4.27;7.62;9.77;10.47,pkasolver
9E2,Cc1c(c(nn1CC(=O)Nc2ccc(cc2)S(=O)(=O)N)[N+](=O)[O-])Cl,Cc1c(Cl)c([N+](=O)[O-])nn1CC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.4,5,2.89;4.08;6.48;8.46;9.08,pkasolver
9E5,Cc1ccc2c(c(oc2c1C)C(=O)NCc3ccc(cc3)S(=O)(=O)N)C,Cc1ccc2c(C)c(C(=O)NCc3ccc(S(N)(=O)=O)cc3)oc2c1C,7.4,4,3.87;6.23;8.64;10.02,pkasolver
9E8,c1cc(ccc1CCNC(=O)Nc2ccc(cc2)Cl)S(=O)(=O)N,[NH3+]S(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(Cl)cc2)cc1,7.4,5,3.73;7.62;9.82;10.60;10.72,pkasolver
9EB,C[C@H](c1ccccc1O)NC(=O)c2ccc(c(c2)S(=O)(=O)N)Cl,C[C@@H](NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)c1ccccc1O,7.4,5,3.81;6.67;8.10;8.74;9.67,pkasolver
9FK,c1ccc2c(c1)cccc2n3cc(nn3)c4ccc(s4)S(=O)(=O)N,NS(=O)(=O)c1ccc(-c2cn(-c3cccc4ccccc34)nn2)s1,7.4,4,2.52;3.13;6.73;8.49,pkasolver
9HK,c1cc(ccc1Cc2ccc(cc2)S(=O)(=O)N)[N+](=O)[O-],NS(=O)(=O)c1ccc(Cc2ccc([N+](=O)[O-])cc2)cc1,7.4,2,6.79;9.00,pkasolver
9UK,[B]1B234B5B6[Co]17891%10%11(B2[C@]72C866B55B33B65B432)B2B345B9C11(B33B446B522B%105B242C%1151B623)CNS(=O)(=O)N,[B]1B234B5B6[Co]17891%10%11(B2[C@]72C866B55B33B65B432)B2B345B9C11(B33B446B522B%105B242C%1151B623)CNS(=O)(=O)N,7.4,0,,fallback:unparseable
A09,c1ccc(cc1)S(=O)(=O)NO,O=S(=O)(NO)c1ccccc1,7.4,2,5.47;9.89,pkasolver
A1ADH,c1cc(ccc1CCNC(=O)NCCc2ccc(cc2)S(=O)(=O)N)S(=O)(=O)N,NS(=O)(=O)c1ccc(CCNC(=O)NCCc2ccc(S([NH3+])(=O)=O)cc2)cc1,7.4,5,3.70;6.99;8.38;10.13;10.83,pkasolver
A1CF5,COc1ccc(cc1)C(=O)C(C(F)(F)F)(O)O,COc1ccc(C(=O)C(O)(O)C(F)(F)F)cc1,7.4,2,9.95;10.01,pkasolver
A1IBT,c1ccc(c(c1)C(=O)O)[SeH],O=C([O-])c1ccccc1[SeH],7.4,1,3.83,pkasolver
A1IDL,c1ccc(cc1)CN2CCS(=O)(=O)c3c2c(c(c(c3F)F)S(=O)(=O)N)F,NS(=O)(=O)c1c(F)c(F)c2c(c1F)N(Cc1ccccc1)CCS2(=O)=O,7.4,3,3.33;6.48;8.37,pkasolver
A1IDN,C1CCCC(CCC1)CN2CCS(=O)(=O)c3c2c(c(c(c3F)F)S(=O)(=O)N)F,NS(=O)(=O)c1c(F)c(F)c2c(c1F)N(CC1CCCCCCC1)CCS2(=O)=O,7.4,3,4.11;7.00;8.86,pkasolver
A1IEL,COC(=O)c1ccc(c(c1)S(=O)(=O)N)SCc2ccccc2,COC(=O)c1ccc(SCc2ccccc2)c(S(N)(=O)=O)c1,7.4,2,6.43;8.71,pkasolver
A1IEM,COC(=O)c1ccc(c(c1)S(=O)(=O)N)SC,COC(=O)c1ccc(SC)c(S(N)(=O)=O)c1,7.4,2,6.47;8.89,pkasolver
A1IEN,COC(=O)c1ccc(c(c1)S(=O)(=O)N)SCCc2ccccc2,COC(=O)c1ccc(SCCc2ccccc2)c(S(N)(=O)=O)c1,7.4,2,6.85;9.05,pkasolver
A1IEO,COC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl,COC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,7.4,2,6.24;8.59,pkasolver
A1IEP,CCCCNC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl,CCCCNC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,7.4,4,3.11;6.60;8.92;9.39,pkasolver
A1IH2,c1cc(c(cc1C[C@H](C(=O)O)OC(=O)/C=C/c2ccc3c(c2)O[C@H]([C@H](O3)C(=O)O)c4ccc(c(c4)O)O)O)O,O=C(/C=C/c1ccc2c(c1)O[C@@H](c1ccc([O-])c([O-])c1)[C@@H](C(=O)[O-])O2)O[C@H](Cc1ccc([O-])c([O-])c1)C(=O)[O-],7.4,6,4.16;4.61;6.30;6.31;6.31;6.37,pkasolver
A1IKR,B(/C=C/c1ccccc1)(O)(O)O,B(/C=C/c1ccccc1)(O)(O)O,7.4,0,,fallback:unparseable
A1IO3,c1ccc(cc1)CCNC(=O)Cc2[nH]nnn2,O=C(Cc1nnn[n-]1)NCCc1ccccc1,7.4,4,4.19;5.03;5.80;9.33,pkasolver
A1IOK,c1cc2c(cc1C(=N)N)[nH]c(n2)c3cc(cc(c3O)c4cc(ccc4O)S(=O)(=O)N)CC(=O)N[C@@H](CC(=O)O)C(=O)O,NC(=[NH2+])c1ccc2nc(-c3cc(CC(=O)[NH2+][C@@H](CC(=O)[O-])C(=O)[O-])cc(-c4cc(S(N)(=O)=O)ccc4O)c3O)[nH]c2c1,7.4,8,5.21;6.16;6.85;7.61;8.35;8.78;9.43;10.26,pkasolver
A1IOX,c1ccc(cc1)NC(=O)Cc2[nH]nnn2,O=C(Cc1nnn[n-]1)Nc1ccccc1,7.4,4,3.99;4.43;5.57;10.11,pkasolver
A1IRU,CC(C)C1=CC=CC(=O)C(=C1)O,CC(C)c1cccc(=O)c(O)c1,7.4,1,7.97,pkasolver
A1IRV,[H]/N=C(/N)\N/C(=N\[H])/NCCc1ccc(cc1)S(=O)(=O)N,[H]/[NH+]=C(/N)N/C(NCCc1ccc(S([NH3+])(=O)=O)cc1)=[NH+]\[H],7.4,3,7.89;9.15;9.48,pkasolver
A1IS9,c1ccc2c(c1)CCO[C@H]2CCN3CCN(CC3)c4ccc(cc4)S(=O)(=O)N,[NH3+]S(=O)(=O)c1ccc(N2CC[NH+](CC[C@@H]3OCCc4ccccc43)CC2)cc1,7.4,4,4.02;7.85;8.17;9.81,pkasolver
A1IT7,C1=CN(C(=S)C=C1F)O,[O-]n1ccc(F)cc1=S,7.4,1,4.30,pkasolver
A1IWH,c1ccc(cc1)CNC(=O)[C@@H](c2ccccc2)N(CCc3ccc(cc3)S(=O)(=O)N)C(=O)CCl,NS(=O)(=O)c1ccc(CC[NH+](C(=O)CCl)[C@@H](C(=O)NCc2ccccc2)c2ccccc2)cc1,7.4,5,4.76;6.72;7.24;8.65;9.74,pkasolver
A1IWX,COc1ccc(cc1Cl)N([C@@H](c2cccs2)C(=O)NCCc3ccc(cc3)S(=O)(=O)N)C(=O)CCl,COc1ccc([NH+](C(=O)CCl)[C@H](C(=O)NCCc2ccc(S(N)(=O)=O)cc2)c2cccs2)cc1Cl,7.4,5,5.55;6.08;6.90;8.67;9.04,pkasolver
A1IWY,COc1ccc(cc1Cl)N([C@@H](c2ccc(cc2)S(=O)(=O)N)C(=O)NCc3ccccc3)C(=O)C#C[Si](C)(C)C,COc1ccc([NH+](C(=O)C#C[Si](C)(C)C)[C@H](C(=O)NCc2ccccc2)c2ccc(S(N)(=O)=O)cc2)cc1Cl,7.4,5,4.08;4.12;6.26;8.40;9.47,pkasolver
A1IX5,COC(=O)CCNc1cc(ccc1O)S(=O)(=O)N,COC(=O)CCNc1cc(S([NH3+])(=O)=O)ccc1O,7.4,5,4.21;7.59;9.75;10.02;10.28,pkasolver
A1IZC,COc1ccc(cc1Cl)N([C@@H](c2ccc(cc2)S(=O)(=O)N)C(=O)NCc3ccccc3)C(=O)C#C,C#CC(=O)[NH+](c1ccc(OC)c(Cl)c1)[C@H](C(=O)NCc1ccccc1)c1ccc(S(N)(=O)=O)cc1,7.4,5,4.16;5.23;6.66;8.64;9.71,pkasolver
A1JD1,COc1ccc(cc1Cl)N([C@@H](c2ccc(cc2)S(=O)(=O)N)C(=O)NCc3ccccc3)C(=O)CCl,COc1ccc([NH+](C(=O)CCl)[C@H](C(=O)NCc2ccccc2)c2ccc(S(N)(=O)=O)cc2)cc1Cl,7.4,5,4.35;5.83;6.71;8.42;9.42,pkasolver
A1JX9,COc1ccc2c(c1)OP(=O)(C=C2)O,COc1ccc2c(c1)OP(=O)([O-])C=C2,7.4,1,3.77,pkasolver
A57,Cc1cc([n+](c(c1)C(C)C)CCc2cnc[nH]2)C(C)C,Cc1cc(C(C)C)[n+](CCc2cnc[nH]2)c(C(C)C)c1,7.4,3,4.30;6.28;9.39,pkasolver
A6N,c1ccc(cc1)n2cc(nn2)COc3ccc(cc3)S(N)(O)O,NS(O)(O)c1ccc(OCc2cn(-c3ccccc3)nn2)cc1,7.4,2,3.12;3.87,pkasolver
A9J,FP(F)(F)(F)(F)F,FP(F)(F)(F)(F)F,7.4,0,,fallback:unparseable
AIW,c1ccc(cc1)C[SeH],[SeH]Cc1ccccc1,7.4,0,,pkasolver:no_ionizable
AL1,COc1cccc(c1)N2CCc3cc(sc3S2(=O)=O)S(=O)(=O)N,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,7.4,3,2.92;6.92;8.71,pkasolver
AL2,COc1ccc(cc1)[N@@]2C[C@@H](c3cc(sc3S2(=O)=O)S(=O)(=O)N)O,COc1ccc(N2C[C@H](O)c3cc(S(N)(=O)=O)sc3S2(=O)=O)cc1,7.4,4,2.92;7.03;8.85;9.35,pkasolver
AL3,c1cc(sc1)C[N@]2C[C@@H](c3cc(sc3S2(=O)=O)S(=O)(=O)N)O,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)[NH+](Cc1cccs1)C[C@@H]2O,7.4,4,4.14;6.49;8.14;8.63,pkasolver
AL4,CCN[C@H]1C[N@](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCOC,CC[NH2+][C@H]1C[NH+](CCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,7.4,4,4.64;6.91;8.00;8.34,pkasolver
AL5,Cc1ccc(cc1)CNS(=O)(=O)c2ccc(s2)S(=O)(=O)N,Cc1ccc(CNS(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,7.4,3,7.03;8.27;10.21,pkasolver
AL6,COc1cccc(c1)N2C=Cc3cc(sc3S2(=O)=O)S(=O)(=O)N,COc1cccc([NH+]2C=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,7.4,3,3.85;6.37;8.90,pkasolver
AL7,CN[C@@H]1CN(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)c3cccc(c3)OC,C[NH2+][C@@H]1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,7.4,4,2.82;7.06;8.00;8.66,pkasolver
AL8,CN[C@H]1C[N@@](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)c3cccc(c3)OC,C[NH2+][C@H]1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,7.4,4,2.82;7.06;8.00;8.66,pkasolver
AL9,COc1ccc(cc1)CNS(=O)(=O)c2ccc(s2)S(=O)(=O)N,COc1ccc(CNS(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,7.4,3,7.13;8.31;10.19,pkasolver
ALE,CNC[C@@H](c1ccc(c(c1)O)O)O,C[NH2+]C[C@H](O)c1ccc(O)c(O)c1,7.4,4,9.21;9.40;9.74;10.37,pkasolver
AMJ,CC(=O)N[C@@H](COC)C(=O)NCc1ccccc1,COC[C@H](NC(C)=O)C(=O)NCc1ccccc1,7.4,4,5.20;6.73;9.03;10.09,pkasolver
AMS,c1cc(c(cc1S(=O)(=O)N)[Hg])N,Nc1ccc(S(N)(=O)=O)c[c]1[Hg],7.4,0,,pkasolver:no_ionizable
ANV,c1ccc(cc1)OCc2cn(nn2)c3ccc(cc3)S(N)(O)O,NS(O)(O)c1ccc(-n2cc(COc3ccccc3)nn2)cc1,7.4,2,3.04;3.85,pkasolver
B09,CONS(=O)(=O)c1ccccc1,CONS(=O)(=O)c1ccccc1,7.4,2,5.31;10.47,pkasolver
B15,c1cc(ccc1CCNC(=O)c2ccc(cc2)CN3CC(=O)O[Cu]OC(=O)C3)S(=O)(=O)N,NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(C[NH+]3CC(=O)[O][Cu][O]C(=O)C3)cc2)cc1,7.4,5,3.53;6.66;7.40;8.59;9.05,pkasolver
B17,c1cc(ccc1C(=O)NCCOCCOCCN2CC(=O)O[Cu]OC(=O)C2)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)NCCOCCOCCN2CC(=O)[O][Cu][O]C(=O)C2)cc1,7.4,5,3.44;6.72;7.13;8.37;8.55,pkasolver
B19,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)CNS(=O)(=O)N)C,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(C[NH2+]S([NH3+])(=O)=O)OC(C)(C)O[C@@H]23)O1,7.4,4,7.81;8.49;9.51;9.95,pkasolver
B1T,c1c(cc(c(c1Sc2cc(cc(c2O)Cl)Cl)O)Cl)Cl,[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-],7.4,2,6.46;6.97,pkasolver
B22,c1cc(cc(c1)NC(=O)CN2CC(=O)O[Cu]OC(=O)C2)C(=O)NCCc3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(CCNC(=O)c2cccc(NC(=O)C[NH+]3CC(=O)[O][Cu][O]C(=O)C3)c2)cc1,7.4,7,3.76;3.84;7.02;7.13;8.46;8.92;9.39,pkasolver
B30,c1cc(ccc1C(=O)NCCN2CC(=O)O[Cu]OC(=O)C2)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)NCCN2CC(=O)[O][Cu][O]C(=O)C2)cc1,7.4,5,3.19;6.55;6.71;8.30;8.44,pkasolver
B8B,B1234B567B189B212B33%10B454B656B787B911C232C4%105[Co]76121234B567B118B559B66%10B272B667B%1055B911B565C318C4752CCNS(=O)(=O)N,B1234B567B189B212B33%10B454B656B787B911C232C4%105[Co]76121234B567B118B559B66%10B272B667B%1055B911B565C318C4752CCNS(=O)(=O)N,7.4,0,,fallback:unparseable
BC5,c1cc(ccc1c2ccc(cc2)S(=O)(=O)N)N,Nc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,7.4,0,,pkasolver:no_ionizable
BE0,C1CCN(CC1)S(=O)(=O)N,NS(=O)(=O)[NH+]1CCCCC1,7.4,3,6.74;10.02;10.11,pkasolver
BE9,c1ccc(cc1)O/C(=N\S(=O)(=O)N)/N2CCOCC2,NS(=O)(=O)/[NH+]=C(\Oc1ccccc1)N1CCOCC1,7.4,3,6.48;8.01;8.68,pkasolver
BEV,C1CS/C(=N\S(=O)(=O)N)/N1,NS(=O)(=O)/[NH+]=C1/NCCS1,7.4,2,6.43;8.69,pkasolver
BEX,COc1ccc(cc1OC)N[C@H](NS(=O)(=O)N)Oc2ccccc2,COc1ccc([NH2+][C@H]([NH2+]S(N)(=O)=O)Oc2ccccc2)cc1OC,7.4,5,5.92;7.36;7.56;9.02;10.36,pkasolver
BFE,c1ccc(cc1)C(=O)NCCS,O=C(NCCS)c1ccccc1,7.4,3,3.47;5.12;8.86,pkasolver
BFG,c1ccc(cc1)C(CC(=O)NCCS)c2ccccc2,O=C(CC(c1ccccc1)c1ccccc1)NCCS,7.4,3,7.21;7.26;9.25,pkasolver
BHO,c1ccc(cc1)C(=O)NO,O=C(NO)c1ccccc1,7.4,1,8.59,pkasolver
BL0,CN(C)c1nnc(s1)CS(=O)(=O)N,CN(C)c1nnc(CS(N)(=O)=O)s1,7.4,4,3.07;3.43;6.50;8.07,pkasolver
BL1,C[C@H]1Cc2ccccc2N1NC(=O)c3ccc(c(c3)S(=O)(=O)N)Cl,C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,7.4,3,7.01;9.62;9.83,pkasolver
BO1,c1cc(ccc1N[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)S(=O)(=O)N,NS(=O)(=O)c1ccc([NH2+][C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,7.4,6,5.44;6.32;8.93;9.74;9.94;9.96,pkasolver
BON,B1(OC(C(O1)(C)C)(C)C)c2ccc(cc2)NS(=O)(=O)N,CC1(C)OB(c2ccc(NS(N)(=O)=O)cc2)OC1(C)C,7.4,3,7.26;9.43;10.01,pkasolver
BOS,c1ccc(c(c1)C(=O)Nc2ccc(cc2)S(=O)(=O)N)S,NS(=O)(=O)c1ccc(NC(=O)c2ccccc2[S-])cc1,7.4,5,5.32;5.44;7.36;7.91;8.91,pkasolver
BOW,CCCCCCCCOS(=O)(=O)N,CCCCCCCCOS(N)(=O)=O,7.4,2,6.81;9.02,pkasolver
BSB,c1ccc(cc1)CNC(=O)c2ccc(cc2)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1,7.4,4,3.08;6.11;8.57;10.25,pkasolver
BVE,c1ccc(cc1)c2cc([n+](c(c2)c3ccccc3)CCc4ccc(cc4)S(=O)(=O)N)c5ccccc5,NS(=O)(=O)c1ccc(CC[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1,7.4,2,6.61;8.18,pkasolver
BX4,c1cc(cc(c1)N)c2ccc(cc2)S(=O)(=O)N,Nc1cccc(-c2ccc(S(N)(=O)=O)cc2)c1,7.4,0,,pkasolver:no_ionizable
BXH,CCOC(=O)Cc1n[nH]nn1,CCOC(=O)Cc1nn[n-]n1,7.4,3,4.02;4.06;4.42,pkasolver
BZU,CCN[C@H]1C[N@](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCOCC,CC[NH2+][C@H]1C[NH+](CCOCC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,7.4,4,4.63;6.95;8.02;8.35,pkasolver
C1H,c1cc(cc(c1)S(=O)(=O)Nc2nnc(s2)S(=O)(=O)N)C(=O)OCCCCO[N+](=O)[O-],NS(=O)(=O)c1nnc([N-]S(=O)(=O)c2cccc(C(=O)OCCCCO[N+](=O)[O-])c2)s1,7.4,4,3.39;6.42;6.89;7.67,pkasolver
C97,c1cc(oc1)CN(CCc2ccc(cc2)S(=O)(=O)N)C(=O)CN,NS(=O)(=O)c1ccc(CC[NH+](Cc2ccco2)C(=O)C[NH3+])cc1,7.4,4,7.16;7.39;8.65;9.24,pkasolver
CCN,CC#N,CC#N,7.4,0,,pkasolver:no_ionizable
CEL,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.4,3,2.51;6.70;9.17,pkasolver
CNN,C(#N)N,N#CN,7.4,1,2.68,pkasolver
COX,Cc1c(c(no1)c2ccccc2)c3ccc(cc3)S(=O)(=O)N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,7.4,3,2.99;6.17;8.67,pkasolver
CTF,C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2CC#N)OS(=O)(=O)N)OC,COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](CC#N)CC[C@@H]12,7.4,2,6.97;8.68,pkasolver
D02,COC(=O)c1cn(nn1)c2c(c(c(c(c2F)F)S(=O)(=O)N)F)F,COC(=O)c1cn(-c2c(F)c(F)c(S(N)(=O)=O)c(F)c2F)nn1,7.4,4,2.65;3.29;5.86;7.65,pkasolver
D2S,c1cc(c(cc1O)O)SSc2ccc(cc2O)O,Oc1ccc(SSc2ccc(O)cc2O)c(O)c1,7.4,4,8.54;8.68;8.92;9.34,pkasolver
D6B,Cc1csc(n1)N(CCC(=O)OC)c2ccc(cc2)S(=O)(=O)N,COC(=O)CCN(c1ccc(S([NH3+])(=O)=O)cc1)c1nc(C)cs1,7.4,4,2.60;4.90;7.49;9.58,pkasolver
D7A,COc1ccc(cc1OC)CCNC(=O)c2ccc(cc2)S(=O)(=O)N,COc1ccc(CCNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1OC,7.4,4,3.37;6.91;9.24;9.89,pkasolver
D85,c1cc(ccc1c2c(sc(n2)N(CCC(=O)O)c3ccc(cc3)S(=O)(=O)N)Cl)Cl,NS(=O)(=O)c1ccc(N(CCC(=O)[O-])c2nc(-c3ccc(Cl)cc3)c(Cl)s2)cc1,7.4,5,2.52;3.32;4.13;7.27;9.27,pkasolver
D9H,c1cc(ccc1Nc2nc(nc(n2)Cl)NCCO)S(=O)(=O)N,NS(=O)(=O)c1ccc(Nc2nc(Cl)nc(NCCO)n2)cc1,7.4,8,3.04;3.49;3.85;6.61;8.42;8.82;9.17;9.70,pkasolver
D9I,CCOC(=O)c1c(nc(s1)N(CCC(=O)O)c2ccc(cc2)S(=O)(=O)N)C,CCOC(=O)c1sc(N(CCC(=O)[O-])c2ccc(S(N)(=O)=O)cc2)nc1C,7.4,5,2.53;3.65;4.28;7.23;9.13,pkasolver
DA4,C#Cc1cccc(c1)S(=O)(=O)N,C#Cc1cccc(S(N)(=O)=O)c1,7.4,2,6.75;9.35,pkasolver
DA9,C(CS)NC(=O)CN=[N+]=[N-],N=[N+]=NCC(=O)NCCS,7.4,4,6.98;7.23;8.62;9.18,pkasolver
DAW,c1ccc(cc1)[C@@H](c2cnnn2CC(=O)NCCCS)NC(=O)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)N[C@@H](c2ccccc2)c2cnnn2CC(=O)[NH2+]CCCS)cc1,7.4,9,3.12;3.35;6.47;7.09;7.49;8.09;8.10;9.20;9.43,pkasolver
DF5,COc1ccc2c(c1)ccc[n+]2C(=O)c3ccc(cc3)S(=O)(=O)N,COc1ccc2c(ccc[n+]2C(=O)c2ccc(S([NH-])(=O)=O)cc2)c1,7.4,2,5.41;6.93,pkasolver
DHC,c1cc(c(cc1\C=C\C(=O)O)O)O,O=C([O-])/C=C/c1ccc(O)c(O)c1,7.4,3,5.67;8.57;8.64,pkasolver
DHI,c1c([nH+]c[nH]1)C[C@H](C(=O)O)N,[NH3+][C@H](Cc1c[nH]cn1)C(=O)[O-],7.4,5,3.53;4.91;6.34;8.18;9.25,pkasolver
DPN,c1ccc(cc1)C[C@H](C(=O)O)N,[NH3+][C@H](Cc1ccccc1)C(=O)[O-],7.4,2,3.80;8.64,pkasolver
DT7,COc1cc2c(cc1OC)C[N@@](CC2)S(=O)(=O)N,COc1cc2c(cc1OC)C[NH+](S(N)(=O)=O)CC2,7.4,3,6.75;9.20;9.57,pkasolver
