target,het,ligand_name,in_chembl,representative_pdb,pubmed_id,doi,citation_title
nachr_a4b2,VU2,(2S)-2-[(4-CHLOROBENZYL)OXY]-2-PHENYLETHANAMINE,no,2XNT,21920761,10.1016/J.BMC.2011.08.028,Acetylcholine Binding Protein (Achbp) as Template for Hierarchical in Silico Screening Procedures to Identify Structurally Novel Ligands for the Nicotinic Receptors.
nachr_a4b2,VU3,2-(2-(4-PHENYLPIPERIDIN-1-YL)ETHYL)-1H-INDOLE,yes,2XNU,21920761,10.1016/J.BMC.2011.08.028,Acetylcholine Binding Protein (Achbp) as Template for Hierarchical in Silico Screening Procedures to Identify Structurally Novel Ligands for the Nicotinic Receptors.
nachr_a4b2,WCW,4-azanyl-1-phenyl-piperidine-4-carboxylic acid,no,8P1F,40896114,10.1039/d5cb00041f,Detection and characterisation of ligand-induced conformational changes in acetylcholine binding proteins using biosensors and X-ray crystallography.
nachr_a4b2,WD5,4-(4-chlorophenyl)piperidin-4-ol,yes,8P11,40896114,10.1039/d5cb00041f,Detection and characterisation of ligand-induced conformational changes in acetylcholine binding proteins using biosensors and X-ray crystallography.
nachr_a4b2,WNO,2-[(2~{R})-1-ethylimidazolidin-2-yl]-6-pyridin-2-yl-pyridine,no,8P22,40896114,10.1039/d5cb00041f,Detection and characterisation of ligand-induced conformational changes in acetylcholine binding proteins using biosensors and X-ray crystallography.
nachr_a4b2,WSP,Spiroimine (-)-4 S,no,8QTL,38667766,10.3390/md22040149,The Cyclic Imine Core Common to the Marine Macrocyclic Toxins Is Sufficient to Dictate Nicotinic Acetylcholine Receptor Antagonism.
nachr_a4b2,XRS,"(2R)-N,N-dimethyl-4-(1-methylimidazol-2-yl)oxy-butan-2-amine",yes,3ZDH,23256554,10.1021/JM301409F,"Synthesis, Pharmacology, and Biostructural Characterization of Novel Alpha(4)Beta(2) Nicotinic Acetylcholine Receptor Agonists."
nachr_a4b2,XRX,3-(dimethylamino)butyl dimethylcarbamate,yes,3ZDG,23256554,10.1021/JM301409F,"Synthesis, Pharmacology, and Biostructural Characterization of Novel Alpha(4)Beta(2) Nicotinic Acetylcholine Receptor Agonists."
net_slc6a2,1WR,"(3S)-1-(4,4-diphenylbut-3-enyl)piperidine-3-carboxylic acid",yes,7WLW,35796008,10.15252/embj.2022110735,Structural insights into GABA transport inhibition using an engineered neurotransmitter transporter.
net_slc6a2,41X,(2R)-2-[(R)-(2-ethoxyphenoxy)(phenyl)methyl]morpholine,yes,4XNX,25961798,10.1038/nsmb.3029,X-ray structures of Drosophila dopamine transporter in complex with nisoxetine and reboxetine.
net_slc6a2,42F,"methyl (1R,2S,3S,5S)-3-(4-iodophenyl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate",yes,4XP5,25970245,10.1038/nature14431,Neurotransmitter and psychostimulant recognition by the dopamine transporter.
net_slc6a2,42J,"2-(3,4-dichlorophenyl)ethanamine",yes,4XPA,25970245,10.1038/nature14431,Neurotransmitter and psychostimulant recognition by the dopamine transporter.
net_slc6a2,42L,"methyl (1R,2S,3S,5S)-3-(4-fluorophenyl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate",yes,4XPG,25970245,10.1038/nature14431,Neurotransmitter and psychostimulant recognition by the dopamine transporter.
net_slc6a2,68P,"(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile",yes,8I3V,39048818,10.1038/s41586-024-07719-z,Molecular basis of human noradrenaline transporter reuptake and inhibition.
net_slc6a2,9BC,"1-(2-{[(diphenylmethylidene)amino]oxy}ethyl)-1,2,5,6-tetrahydropyridine-3-carboxylic acid",yes,7WGT,35796008,10.15252/embj.2022110735,Structural insights into GABA transport inhibition using an engineered neurotransmitter transporter.
net_slc6a2,A1D5S,Vanoxerine,yes,9KDH,41138730,10.1016/j.cell.2025.10.002,Unveiling conformation-selective regulation of the norepinephrine transporter.
net_slc6a2,A1EBN,"3-(4-chlorophenyl)-5,6-dihydro-[1,3]thiazolo[2,3-b][1,3]thiazol-4-ium",no,9JEL,41505557,10.1126/science.ads9530,Deep contrastive learning enables genome-wide virtual screening.
net_slc6a2,A1EBO,2-isoquinolin-2-ium-2-yl-1-phenyl-ethanone,yes,9JF3,41505557,10.1126/science.ads9530,Deep contrastive learning enables genome-wide virtual screening.
net_slc6a2,A1EFR,(2~{S})-1-[2-methoxy-4-[(~{E})-prop-1-enyl]phenoxy]-3-[4-(phenylmethyl)piperazin-1-yl]propan-2-ol,no,9KE3,41138730,10.1016/j.cell.2025.10.002,Unveiling conformation-selective regulation of the norepinephrine transporter.
net_slc6a2,A1H8F,"N-[3-(6-chloranyl-1,3,4,9-tetrahydropyrido[3,4-b]indol-2-yl)propyl]butanamide",no,9EUO,39010681,10.1111/jnc.16179,Cryo-EM structure of the dopamine transporter with a novel atypical non-competitive inhibitor bound to the orthosteric site.
net_slc6a2,A1LX3,"~{N}-methyl-3-(1-tetracyclo[6.6.2.0^{2,7}.0^{9,14}]hexadeca-2(7),3,5,9,11,13-hexaenyl)propan-1-amine",yes,8Y8Z,38750358,10.1038/s41586-024-07437-6,Dimerization and antidepressant recognition at noradrenaline transporter.
net_slc6a2,A1LX5,"(4S)-2-methyl-4-phenyl-3,4-dihydro-1H-isoquinolin-8-amine",yes,8Y91,38750358,10.1038/s41586-024-07437-6,Dimerization and antidepressant recognition at noradrenaline transporter.
net_slc6a2,A1LX6,"(1S)-5-methyl-1-phenyl-1,3,4,6-tetrahydro-2,5-benzoxazocine",yes,8Y90,38750358,10.1038/s41586-024-07437-6,Dimerization and antidepressant recognition at noradrenaline transporter.
net_slc6a2,F0F,"(1R,2S)-2-(aminomethyl)-N,N-diethyl-1-phenyl-cyclopropane-1-carboxamide",yes,6M3Z,33850134,10.1038/s41467-021-22385-9,Structural basis of norepinephrine recognition and transport inhibition in neurotransmitter transporters.
net_slc6a2,F1U,"(1S,2S)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol",yes,6M47,33850134,10.1038/s41467-021-22385-9,Structural basis of norepinephrine recognition and transport inhibition in neurotransmitter transporters.
net_slc6a2,YNT,Radafaxine,yes,8XB2,39143211,10.1038/s41586-024-07810-5,Substrate binding and inhibition mechanism of norepinephrine transporter.
