het_code,smiles,protonated_smiles,ph,n_pka_sites,pka_values,pka_overrides,method
2CU,Cc1c2c(c(sc2nc(c1Cl)OCC(=O)N3CCN(CC3)C)C(=O)NC4CC4)N,Cc1c(Cl)c(OCC(=O)N2CCN(C)CC2)nc2sc(C(=O)NC3CC3)c(N)c12,7.4,7,4.05;4.38;5.08;6.71;7.19;8.97;9.28,,pkasolver
ACH,CC(=O)OCC[N+](C)(C)C,CC(=O)OCC[N+](C)(C)C,7.4,0,,,pkasolver:no_ionizable
3C0,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4)C,C[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,7.4,1,8.67,,pkasolver
IXO,C[N+](C)(C)CC#CCOC1=NOCC1,C[N+](C)(C)CC#CCOC1=NOCC1,7.4,0,,,pkasolver:no_ionizable
QNB,c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@H]3CN4CCC3CC4)O,O=C(O[C@H]1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,7.4,2,6.83;10.19,,pkasolver
82F,CCCN(CCC)C[C@@H]1CCCCN1CCNC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,CCC[NH+](CCC)C[C@@H]1CCCC[NH+]1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,7.4,7,5.42;6.07;6.94;8.87;9.25;9.69;9.71,,pkasolver
HG,[Hg+2],[Hg+2],7.4,0,,,pkasolver:no_ionizable
